,Country,Year,Hemisphere,Season,Date,Case Number,Fatal (Yes/No),pdf,href formula
4258,AUSTRALIA,1950,Southern Hemisphere,1950,1950,1950.00.00.m,N,1950.00.00.m-Drake-dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.m-Drake-dinghy.pdf
4259,SRI LANKA,1950,Northern Hemisphere,1950,1950,1950.00.00.l,N,1950.00.00.l-Abbobaker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.l-Abbobaker.pdf
4260,SRI LANKA,1950,Northern Hemisphere,1950,1950,1950.00.00.k,N,1950.00.00.k-Pereira.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.k-Pereira.pdf
4261,LIBERIA,1950,Northern Hemisphere,1950 - 1951,1950 - 1951,1950.00.00.j,Y,1950.00.00.j-Liberian-dock-worker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.j-Liberian-dock-worker.pdf
4262,INDONESIA,1950,Southern Hemisphere,Summer 1950,Summer 1950,1950.00.00.i,Y,1950.00.00.i-child.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.i-child.pdf
4263,USA,1950,Northern Hemisphere,1950,1950,1950.00.00.h,N,1950.00.00.h-Carter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.h-Carter.pdf
4264,USA,1950,Northern Hemisphere,1950s,1950s,1950.00.00.g,N,1950.00.00.g-Lloyd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.g-Lloyd.pdf
4265,PANAMA,1950,Northern Hemisphere,1950,1950,1950.00.00.f,N,1950.00.00.f-US-solier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.f-US-solier.pdf
4266,GREECE,1950,Northern Hemisphere,Summer 1950,Summer 1950,1950.00.00.e,Y,1950.00.00.e-Piraeus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.e-Piraeus.pdf
4267,SINGAPORE,1950,Northern Hemisphere,1950,1950,1950.00.00.d,Y,1950.00.00.d-Abdullah.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.d-Abdullah.pdf
4268,NEW CALEDONIA,1950,Southern Hemisphere,1950,1950,1950.00.00.c,N,1950.00.00.c-NewCaledonia-Voh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.c-NewCaledonia-Voh.pdf
4269,NEW CALEDONIA,1950,Southern Hemisphere,Ca. 1950,Ca. 1950,1950.00.00.b,N,1950.00.00.b-NewCaledonia-Touho.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.b-NewCaledonia-Touho.pdf
4270,FIJI,1950,Southern Hemisphere,Ca. 1950,Ca. 1950,1950.00.00.a,N,1950.00.00.a-Fiji.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1950.00.00.a-Fiji.pdf
4271,,1949,nan,Spring,Dec-49,1949.12.00.b,Y,1949.12.00.b-Wingate.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.12.00.b-Wingate.pdf
4272,AUSTRALIA,1949,Southern Hemisphere,Spring,Dec-49,1949.12.00.a,N,1949.12.00.a-Miller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.12.00.a-Miller.pdf
4273,AUSTRALIA,1949,Southern Hemisphere,Spring,20-Nov-49,1949.11.20,N,1949.11.20-Brown.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.11.20-Brown.pdf
4274,AUSTRALIA,1949,Southern Hemisphere,Spring,12-Nov-49,1949.11.12,Y,1949.11.12-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.11.12-Smith.pdf
4275,AUSTRALIA,1949,Southern Hemisphere,Winter,28-Aug-49,1949.08.28.b,N,1949.08.28.b-Ware.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.28.b-Ware.pdf
4276,AUSTRALIA,1949,Southern Hemisphere,Winter,28-Aug-49,1949.08.28.a,Y,1949.08.28.a-Howard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.28.a-Howard.pdf
4277,ITALY,1949,Northern Hemisphere,Summer,17-Aug-49,1949.08.17,N,1949.08.17-Murolo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.17-Murolo.pdf
4278,AUSTRALIA,1949,Southern Hemisphere,Winter,16-Aug-49,1949.08.16,N,1949.08.16-Kay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.16-Kay.pdf
4279,ITALY,1949,Northern Hemisphere,Summer,Reported 10-Aug-1949,1949.08.10.R,N,1949.08.10.R-Picarelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.08.10.R-Picarelli.pdf
4280,IRAN,1949,Northern Hemisphere,Summer,07-Jul-49,1949.07.29,N,1949.07.29-Palmer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.07.29-Palmer.pdf
4281,IRAN,1949,Northern Hemisphere,Summer,28-Jul-49,1949.07.28,Y,1949.07.28-Ali.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.07.28-Ali.pdf
4282,USA,1949,Northern Hemisphere,Summer,25-Jul-49,1949.07.25,N,1949.07.25-Roach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.07.25-Roach.pdf
4283,USA,1949,Northern Hemisphere,Summer,16-Jul-49,1949.07.16,N,1949.07.16-Gold.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.07.16-Gold.pdf
4284,CHINA,1949,Northern Hemisphere,Spring,13-Jun-49,1949.06.13,Y,1949.06.13-Japanese-fishermen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.06.13-Japanese-fishermen.pdf
4285,AUSTRALIA,1949,Southern Hemisphere,Fall,16-May-49,1949.05.16,N,1949.05.16-Passaris.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.05.16-Passaris.pdf
4286,AUSTRALIA,1949,Southern Hemisphere,Fall,13-May-49,1949.05.13,N,1949.05.13-Hampton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.05.13-Hampton.pdf
4287,AUSTRALIA,1949,Southern Hemisphere,Fall,18-Apr-49,1949.04.18,N,1949.04.18-Lockie-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.04.18-Lockie-Smith.pdf
4288,AUSTRALIA,1949,Southern Hemisphere,Fall,17-Apr-49,1949.04.17,Y,1949.04.17-Maguire.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.04.17-Maguire.pdf
4289,MEXICO,1949,Northern Hemisphere,Spring,13-Apr-49,1949.04.13,N,1949.04.13-Miramar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.04.13-Miramar.pdf
4290,AUSTRALIA,1949,Southern Hemisphere,Summer,Mar-1949 or Apr-1949,1949.03.00,UNKNOWN,1949.03.00-boat-PortAugusta.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.03.00-boat-PortAugusta.pdf
4291,AUSTRALIA,1949,Southern Hemisphere,Summer,23-Jan-49,1949.01.23,Y,1949.01.23-Land.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.23-Land.pdf
4292,AUSTRALIA,1949,Southern Hemisphere,Summer,14-Jan-49,1949.01.14,N,1949.01.14-Wilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.14-Wilson.pdf
4293,AUSTRALIA,1949,Southern Hemisphere,Summer,13-Jan-49,1949.01.13,N,1949.01.13-DonDixon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.13-DonDixon.pdf
4294,AUSTRALIA,1949,Southern Hemisphere,Summer,05-Jan-49,1949.01.05,UNKNOWN,1949.01.05-hand.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.01.05-hand.pdf
4295,ITALY,1949,Northern Hemisphere,1949-1950,1949-1950,1949.00.00.g,N,1949.00.00.g-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.g-boat.pdf
4296,NEW GUINEA,1949,Southern Hemisphere,1949,1949,1949.00.00.f,Y,1949.00.00.f-SabaraIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.f-SabaraIsland.pdf
4297,PAPUA NEW GUINEA,1949,Southern Hemisphere,1949,1949,1949.00.00.e,N,1949.00.00.e-Jalem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.e-Jalem.pdf
4298,PAPUA NEW GUINEA,1949,Southern Hemisphere,1949,1949,1949.00.00.d,N,1949.00.00.d-Olai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.d-Olai.pdf
4299,PAPUA NEW GUINEA,1949,Southern Hemisphere,1949,1949,1949.00.00.c,Y,1949.00.00.c-Orava.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.c-Orava.pdf
4300,PAPUA NEW GUINEA,1949,Southern Hemisphere,1949,1949,1949.00.00.b,N,1949.00.00.b-Sohano.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.b-Sohano.pdf
4301,NEW GUINEA,1949,Southern Hemisphere,1949,1949,1949.00.00.a,Y,1949.00.00.a-Kerpuna.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.a-Kerpuna.pdf
4302,AUSTRALIA,1948,Southern Hemisphere,Spring,27-Dec-48,1948.12.27,Y,1948.12.27-Strahan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.27-Strahan.pdf
4303,AUSTRALIA,1948,Southern Hemisphere,Spring,26-Dec-48,1948.12.26,Y,1948.12.26-Keys.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.26-Keys.pdf
4304,IRAN,1948,Northern Hemisphere,Fall,14-Dec-48,1948.12.14.b,N,1948.12.14.b-AbdulImam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.14.b-AbdulImam.pdf
4305,CUBA,1948,Northern Hemisphere,Fall,14-Dec-48,1948.12.14.a,N,1948.12.14.a-Jeppeson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.14.a-Jeppeson.pdf
4306,AUSTRALIA,1948,Southern Hemisphere,Spring,10-Dec-48,1948.12.10,N,1948.12.10-Vegsund.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.10-Vegsund.pdf
4307,,1948,nan,Spring,05-Dec-48,1948.12.05,Y,1948.12.05-Aircraft.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.12.05-Aircraft.pdf
4308,AUSTRALIA,1948,Southern Hemisphere,Spring, 18-Nov-1948,1948.11.18,N,1948.11.18-MetuelaMau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.11.18-MetuelaMau.pdf
4309,GREECE,1948,Northern Hemisphere,Summer,22-Sep-48,1948.09.22,Y,1948.09.22-Parasakis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.09.22-Parasakis.pdf
4310,USA,1948,Northern Hemisphere,Summer,19-Sep-48,1948.09.19.b,N,1948.09.19.b-Kalama.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.09.19.b-Kalama.pdf
4311,USA,1948,Northern Hemisphere,Summer,19-Sep-48,1948.09.19.a,N,1948.09.19.a-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.09.19.a-Hawaii.pdf
4312,TURKEY,1848,Northern Hemisphere,Summer,Reported 17-Sep-1848,1948.09.17.R,Y,1948.09.17.R-Kaymaz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.09.17.R-Kaymaz.pdf
4313,,1948,nan,Winter,15-Sep-48,1948.09.15,Y,1948.09.15-Leicester.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.09.15-Leicester.pdf
4314,IRAN,1948,Northern Hemisphere,Summer,02-Sep-48,1948.09.02,Y,1948.09.02-Roghai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.09.02-Roghai.pdf
4315,IRAN,1948,Northern Hemisphere,Summer,19-Aug-48,1948.08.19,Y,1948.08.19-Hussain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.08.19-Hussain.pdf
4316,IRAN,1948,Northern Hemisphere,Summer,03-Aug-48,1948.08.03,N,1948.08.03-Ismail.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.08.03-Ismail.pdf
4317,BAHAMAS,1948,Northern Hemisphere,Summer,Aug-48,1948.08.00,N,1948.08.00-Blanc.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.08.00-Blanc.pdf
4318,USA,1948,Northern Hemisphere,Summer,01-Jul-48,1948.07.01,Y,1948.07.01-Osborne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.07.01-Osborne.pdf
4319,NORTHERN MARIANA ISLANDS,1948,Northern Hemisphere,Spring,Reported 06-Jun-1948,1948.06.06.R,N,1948.06.06.R-Tasking.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.06.06.R-Tasking.pdf
4320,IRAN,1948,Northern Hemisphere,Spring,10-May-48,1948.05.10,N,1948.05.10-Ali.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.05.10-Ali.pdf
4321,SOUTH AFRICA,1948,Southern Hemisphere,Fall,10-Apr-48,1948.04.10,N,1948.04.10-Groenwald.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.04.10-Groenwald.pdf
4322,KENYA,1948,Southern Hemisphere,Summer,"Reported 13-Mar-1948 ""Bitten last weekend",1948.03.13.R,Y,1948.03.13-Draper.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.03.13-Draper.pdf
4323,SENEGAL,1948,Northern Hemisphere,Winter,11-Mar-48,1948.03.11,Y,1948.03.11-Africa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.03.11-Africa.pdf
4324,PAPUA NEW GUINEA,1948,Southern Hemisphere,Summer,Mar-48,1948.03.00,N,1948.03.00-Reiman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.03.00-Reiman.pdf
4325,USA,1948,Northern Hemisphere,Winter,13-Feb-48,1948.02.13,Y,1948.02.13-Womack.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.02.13-Womack.pdf
4326,AUSTRALIA,1948,Southern Hemisphere,Summer,12-Feb-48,1948.02.12,Y,1948.02.12-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.02.12-Johnson.pdf
4327,AUSTRALIA,1948,Southern Hemisphere,Summer,25-Jan-48,1948.01.25,N,1948.01.25-Button.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.01.25-Button.pdf
4328,USA,1948,Northern Hemisphere,Summer 1948,Summer 1948,1948.00.00.d,N,1948.00.00.d-Morgan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.00.00.d-Morgan.pdf
4329,NEW GUINEA,1948,Southern Hemisphere,1948,1948,1948.00.00.c,N,1948.00.00.c-Finschafen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.00.00.c-Finschafen.pdf
4330,PAPUA NEW GUINEA,1948,Southern Hemisphere,1948,1948,1948.00.00.b,N,1948.00.00.b-TungIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.00.00.b-TungIsland.pdf
4331,SOUTH AFRICA,1948,Southern Hemisphere,1948,1948,1948.00.00.a,N,1948.00.00.a-Marie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1948.00.00.a-Marie.pdf
4332,AUSTRALIA,1947,Southern Hemisphere,Spring,21-Dec-47,1947.12.21,N,1947.12.21-Ireland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.12.21-Ireland.pdf
4333,SOUTH AFRICA,1947,Southern Hemisphere,Spring,Reported 15-Dec-1947,1947.12.15.R,Y,1947.12.15.R-JohnBull.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.12.15.R-JohnBull.pdf
4334,SENEGAL,1947,Northern Hemisphere,Fall,Dec-47,1947.12.00,Y,1947.12.00-Dakar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.12.00-Dakar.pdf
4335,AUSTRALIA,1947,Southern Hemisphere,Spring,23-Nov-47,1947.11.23,N,1947.11.23-dinghy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.23-dinghy.pdf
4336,AUSTRALIA,1947,Southern Hemisphere,Spring,14-Nov-47,1947.11.14.b,N,1947.11.14.b-Curruthers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.14.b-Curruthers.pdf
4337,AUSTRALIA,1947,Southern Hemisphere,Spring,14-Nov-47,1947.11.14.a,N,1947.11.14.a-Martini.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.14.a-Martini.pdf
4338,AUSTRALIA,1947,Southern Hemisphere,Spring,08-Nov-47,1947.11.08.b,Y,1947.11.08.b-EdwinElford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.08.b-EdwinElford.pdf
4339,AUSTRALIA,1947,Southern Hemisphere,Spring,08-Nov-47,1947.11.08.a,N,1947.11.08.a-RupertElford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.08.a-RupertElford.pdf
4340,AUSTRALIA,1947,Southern Hemisphere,Spring,Nov-47,1947.11.00,Y,1947.11.00-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.11.00-Smith.pdf
4341,AUSTRALIA,1947,Southern Hemisphere,Spring,28-Oct-47,1947.10.28,N,1947.10.28-Dan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.10.28-Dan.pdf
4342,BRAZIL,1947,Southern Hemisphere,Spring,10-Oct-47,1947.10.10,Y,1947.10.10-Serafim.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.10.10-Serafim.pdf
4343,USA,1947,Northern Hemisphere,Summer,04-Aug-47,1947.08.04,Y,1947.08.04-Rives.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.08.04-Rives.pdf
4344,USA,1947,Northern Hemisphere,Summer,Reported 27-Jul-1947,1947.07.27.R,N,1947.07.27.R-PhilipDorn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.07.27.R-PhilipDorn.pdf
4345,AUSTRALIA,1947,Southern Hemisphere,Winter,Reported 24-Jul-1947,1947.07.24.R,N,1947.07.24.R-Festing.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.07.24.R-Festing.pdf
4346,SOUTH AFRICA,1947,Southern Hemisphere,Winter,15-Jul-47,1947.07.15,N,1947.07.15-Dalldorf.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.07.15-Dalldorf.pdf
4347,GREECE,1947,Northern Hemisphere,Summer,Jul-47,1947.07.00,N,1947.07.07-Doulis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.07.07-Doulis.pdf
4348,USA,1947,Northern Hemisphere,Spring,27-Jun-47,1947.06.27,N,1947.06.27-Limatoc.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.06.27-Limatoc.pdf
4349,AUSTRALIA,1947,Southern Hemisphere,Fall,16-Jun-47,1947.06.16,N,1947.06.16-fishermen-Coogee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.06.16-fishermen-Coogee.pdf
4350,KENYA,1947,Southern Hemisphere,Fall,Reported 13-May-1947,1947.05.13.R,N,1947.05.13.R-Kenya.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.05.13.R-Kenya.pdf
4351,SOUTH AFRICA,1947,Southern Hemisphere,Fall,20-Apr-47,1947.04.20,N,1947.04.20-Neilson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.04.20-Neilson.pdf
4352,SOUTH AFRICA,1947,Southern Hemisphere,Fall,11-Apr-47,1947.04.11,N,1947.04.11-Douglas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.04.11-Douglas.pdf
4353,AUSTRALIA,1947,Southern Hemisphere,Fall,06-Apr-47,1947.04.06,N,1947.04.06-Watt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.04.06-Watt.pdf
4354,,1947,nan,Fall,Apr-47,1947.04.00,N,1947.04.00-Kaufmann.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.04.00-Kaufmann.pdf
4355,SOUTH AFRICA,1947,Southern Hemisphere,Summer,12-Mar-47,1947.03.12,N,1947.03.12-Kriel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.03.12-Kriel.pdf
4356,SOUTH AFRICA,1947,Southern Hemisphere,Summer,09-Mar-47,1947.03.09,N,1947.03.09-Botha.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.03.09-Botha.pdf
4357,AUSTRALIA,1947,Southern Hemisphere,Summer,23-Feb-47,1947.02.23,N,1947.02.23-boat-PalmBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.02.23-boat-PalmBeach.pdf
4358,BAHAMAS,1947,Northern Hemisphere,Winter,Reported 06-Feb-1947,1947.02.06.R,N,1947.02.06.R-Whitman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.02.06.R-Whitman.pdf
4359,BRAZIL,1947,Southern Hemisphere,Summer,Feb-47,1947.02.00,Y,1947.02.00-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.02.00-Brazil.pdf
4360,AUSTRALIA,1947,Southern Hemisphere,Summer,14-Jan-47,1947.01.14,N,1947.01.14-rowboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.01.14-rowboat.pdf
4361,SOUTH AFRICA,1947,Southern Hemisphere,Summer,05-Jan-47,1947.01.05,N,1947.01.05-Knoop.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1947.01.05-Knoop.pdf
4362,AUSTRALIA,1946,Southern Hemisphere,Spring,28-Dec-46,1946.12.28,N,1946.12.28-Streng.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.12.28-Streng.pdf
4363,AUSTRALIA,1946,Southern Hemisphere,Spring,Reported 24-Dec-1946,1946.12.24.R,N,1946.12.24.R-Lone-launch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.12.24.R-Lone-launch.pdf
4364,AUSTRALIA,1946,Southern Hemisphere,Spring,20-Nov-46,1946.11.20,Y,1946.11.20-EsronaJohnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.11.20-EsronaJohnson.pdf
4365,MARSHALL ISLANDS,1946,Northern Hemisphere,Fall,Reported 26-Oct-1946,1946.10.26.R,Y,1946.10.26.R-Kwajalein.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.10.26.R-Kwajalein.pdf
4366,AUSTRALIA,1946,Southern Hemisphere,Spring,14-Oct-46,1946.10.14,N,1946.10.14-Blackmore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.10.14-Blackmore.pdf
4367,ISRAEL,1946,Northern Hemisphere,Summer,24-Aug-46,1946.08.24,N,1946.08.24-KMAyesh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.24-KMAyesh.pdf
4368,AUSTRALIA,1946,Southern Hemisphere,Winter,18-Aug-46,1946.08.18,Y,1946.08.18-Collin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.18-Collin.pdf
4369,IRAN,1946,Northern Hemisphere,Summer,18-Jul-46,1946.07.18.b,N,1946.07.18.b-Khodadad.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.b-Khodadad.pdf
4370,IRAN,1946,Northern Hemisphere,Summer,18-Jul-46,1946.07.18.a,N,1946.07.18.a-Mehdi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.07.18.a-Mehdi.pdf
4371,INDIA,1946,Northern Hemisphere,Spring,28-Jun-46,1946.06.28,N,1946.06.28-Murugesan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.06.28-Murugesan.pdf
4372,TANZANIA,1946,Southern Hemisphere,Fall,09-May-46,1946.05.09,N,1946.05.09-Svendson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.05.09-Svendson.pdf
4373,AUSTRALIA,1946,Southern Hemisphere,Fall,19-Apr-46,1946.04.19,Y,1946.04.19-McAuliffe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.19-McAuliffe.pdf
4374,AUSTRALIA,1946,Southern Hemisphere,Fall,Apr-46,1946.04.00,N,1946.04.00-boat-Nardelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.04.00-boat-Nardelli.pdf
4375,AUSTRALIA,1946,Southern Hemisphere,Summer,20-Mar-46,1946.03.20,N,1946.03.20-Leverenz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.03.20-Leverenz.pdf
4376,SOUTH AFRICA,1946,Southern Hemisphere,Summer,16-Feb-46,1946.02.16,N,1946.02.16-Tomson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.16-Tomson.pdf
4377,AUSTRALIA,1946,Southern Hemisphere,Summer,10-Feb-46,1946.02.10.b,N,1946.02.10.b-Sunderland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.b-Sunderland.pdf
4378,SOUTH AFRICA,1946,Southern Hemisphere,Summer,10-Feb-46,1946.02.10.a,N,1946.02.10.a-Varma.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.02.10.a-Varma.pdf
4379,SOUTH AFRICA,1946,Southern Hemisphere,Summer,24-Jan-46,1946.01.24.b,N,1946.01.24.b-Gibson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.b-Gibson.pdf
4380,SOUTH AFRICA,1946,Southern Hemisphere,Summer,24-Jan-46,1946.01.24.a,N,1946.01.24.a-Manduray.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.24.a-Manduray.pdf
4381,AUSTRALIA,1946,Southern Hemisphere,Summer,17-Jan-46,1946.01.17,N,1946.01.17-Vaughan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.17-Vaughan.pdf
4382,SOUTH AFRICA,1946,Southern Hemisphere,Summer,07-Jan-46,1946.01.07,N,1946.01.07-Hoffman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.07-Hoffman.pdf
4383,AUSTRALIA,1946,Southern Hemisphere,Summer,05-Jan-46,1946.01.05,Y,1946.01.05-Tegel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.05-Tegel.pdf
4384,SOUTH AFRICA,1946,Southern Hemisphere,Summer,01-Jan-46,1946.01.01,N,1946.01.01-Redfern.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.01.01-Redfern.pdf
4385,SOUTH AFRICA,1946,Southern Hemisphere,1946,1946,1946.00.00.c,N,1946.00.00.c-PlettenburgBay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.c-PlettenburgBay.pdf
4386,SOUTH AFRICA,1946,Southern Hemisphere,1946,1946,1946.00.00.b,N,1946.00.00.b-Table Bay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.b-Table Bay.pdf
4387,PERSIAN GULF,1946,Northern Hemisphere,1946,1946,1946.00.00.a,N,1946.00.00.a-Arabwoman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.00.00.a-Arabwoman.pdf
4388,HONG KONG,1945,Northern Hemisphere,Summer,23-Sep-45,1945.09.23,Y,1945.09.23-Jackson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1945.09.23-Jackson.pdf
